starttime	seconds	ctime	dtime	ttime	wait
Tue Jun 07 19:56:59 2022	1654606619	0	2	2	2
Tue Jun 07 19:56:59 2022	1654606619	0	2	2	2
Tue Jun 07 19:56:59 2022	1654606619	0	2	2	2
Tue Jun 07 19:56:59 2022	1654606619	1	2	2	2
Tue Jun 07 19:56:59 2022	1654606619	0	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	1	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	0	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	1	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	1	3	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	0	3	3	3
Tue Jun 07 19:56:59 2022	1654606619	1	3	3	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	4	2
Tue Jun 07 19:56:59 2022	1654606619	1	2	4	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	4	2
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	4	2
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	2	4	2
Tue Jun 07 19:56:59 2022	1654606619	0	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	4	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	4	3
Tue Jun 07 19:56:59 2022	1654606619	1	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	4	4
Tue Jun 07 19:56:59 2022	1654606619	1	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	5	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	1	3	5	3
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	1	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	2	3	5	3
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	4
Tue Jun 07 19:56:59 2022	1654606619	1	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	0
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	3	2	5	2
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	1	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	1	5	5	4
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	3	2	5	2
Tue Jun 07 19:56:59 2022	1654606619	3	2	5	2
Tue Jun 07 19:56:59 2022	1654606619	3	2	5	2
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	3	2	5	2
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	1	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	3	2	5	2
Tue Jun 07 19:56:59 2022	1654606619	3	2	5	2
Tue Jun 07 19:56:59 2022	1654606619	1	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	1	4	5	4
Tue Jun 07 19:56:59 2022	1654606619	1	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	5	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	1	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	3	2	6	2
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	1	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	3	2	6	2
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	0	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	0	6	6	6
Tue Jun 07 19:56:59 2022	1654606619	1	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	1	4	6	4
Tue Jun 07 19:56:59 2022	1654606619	3	2	6	2
Tue Jun 07 19:56:59 2022	1654606619	0	6	6	5
Tue Jun 07 19:56:59 2022	1654606619	1	5	6	5
Tue Jun 07 19:56:59 2022	1654606619	4	2	6	2
Tue Jun 07 19:56:59 2022	1654606619	0	6	6	6
Tue Jun 07 19:56:59 2022	1654606619	3	3	6	2
Tue Jun 07 19:56:59 2022	1654606619	0	6	6	6
